Code,Name,Ticker,Sector
9385,LAY HONG BERHAD,9385.KL,N/A
9326,LB ALUMINIUM BERHAD,9326.KL,N/A
8494,LBI CAPITAL BERHAD,8494.KL,N/A
5789,LBS BINA GROUP BERHAD,5789.KL,N/A
9881,LEADER STEEL HOLDINGS BERHAD,9881.KL,N/A
9628,LEBTECH BERHAD,9628.KL,N/A
8079,LEE SWEE KIAT GROUP BERHAD,8079.KL,N/A
5232,LEON FUAT BERHAD,5232.KL,N/A
8745,LEWEKO RESOURCES BERHAD,8745.KL,N/A
7170,LFE CORPORATION BERHAD,7170.KL,N/A
3573,LIEN HOE CORPORATION BERHAD,3573.KL,N/A
7089,LII HEN INDUSTRIES BHD.,7089.KL,N/A
6645,LINGKARAN TRANS KOTA HOLDINGS BERHAD,6645.KL,N/A
8486,LION FOREST INDUSTRIES BERHAD,8486.KL,N/A
4235,LION INDUSTRIES CORPORATION BERHAD,4235.KL,N/A
7126,LONDON BISCUITS BERHAD,7126.KL,N/A
5284,LOTTE CHEMICAL TITAN HOLDING BERHAD,5284.KL,N/A
8621,LPI CAPITAL BHD,8621.KL,N/A
7085,LTKM BERHAD,7085.KL,N/A
5068,LUSTER INDUSTRIES BHD.,5068.KL,N/A
5143,LUXCHEM CORPORATION BERHAD,5143.KL,N/A
9199,LYSAGHT GALVANIZED STEEL BERHAD,9199.KL,N/A
1198,MAA GROUP BERHAD,1198.KL,N/A
7617,MAGNA PRIMA BERHAD,7617.KL,N/A
7087,MAGNI-TECH INDUSTRIES BERHAD,7087.KL,N/A
3859,MAGNUM BERHAD,3859.KL,N/A
8583,MAH SING GROUP BERHAD,8583.KL,N/A
8141,MAJUPERAK HOLDINGS BERHAD,8141.KL,N/A
5264,MALAKOFF CORPORATION BERHAD,5264.KL,N/A
1155,MALAYAN BANKING BERHAD,1155.KL,N/A
3662,MALAYAN FLOUR MILLS BERHAD,3662.KL,N/A
3891,MALAYAN UNITED INDUSTRIES BERHAD,3891.KL,N/A
5014,MALAYSIA AIRPORTS HOLDINGS BERHAD,5014.KL,N/A
1171,MALAYSIA BUILDING SOCIETY BERHAD,1171.KL,N/A
5186,MALAYSIA MARINE AND HEAVY ENGINEERING HOLDINGS BERHAD,5186.KL,N/A
6548,MALAYSIA PACIFIC CORPORATION BERHAD,6548.KL,N/A
5916,MALAYSIA SMELTING CORPORATION BERHAD,5916.KL,N/A
5098,MALAYSIA STEEL WORKS (KL) BHD,5098.KL,N/A
5077,MALAYSIAN BULK CARRIERS BERHAD,5077.KL,N/A
3867,MALAYSIAN PACIFIC INDUSTRIES BERHAD,3867.KL,N/A
1651,MALAYSIAN RESOURCES CORPORATION BERHAD,1651.KL,N/A
4936,MALPAC HOLDINGS BERHAD,4936.KL,N/A
6181,MALTON BERHAD,6181.KL,N/A
1058,MANULIFE HOLDINGS BERHAD,1058.KL,N/A
3514,MARCO HOLDINGS BERHAD,3514.KL,N/A
5078,MARINE & GENERAL BERHAD,5078.KL,N/A
7029,MASTER-PACK GROUP BERHAD,7029.KL,N/A
5236,MATRIX CONCEPTS HOLDINGS BERHAD,5236.KL,N/A
6012,MAXIS BERHAD,6012.KL,N/A
5189,MAXWELL INTERNATIONAL HOLDINGS BERHAD,5189.KL,N/A
7189,MB WORLD GROUP BERHAD,7189.KL,N/A
5983,MBM RESOURCES BHD,5983.KL,N/A
7004,MCE HOLDINGS BERHAD,7004.KL,N/A
5182,MCT BERHAD,5182.KL,N/A
5040,MEDA INC. BERHAD,5040.KL,N/A
5090,MEDIA CHINESE INTERNATIONAL LIMITED,5090.KL,N/A
4502,MEDIA PRIMA BERHAD,4502.KL,N/A
3069,MEGA FIRST CORPORATION BERHAD,3069.KL,N/A
5129,MELATI EHSAN HOLDINGS BERHAD,5129.KL,N/A
3778,MELEWAR INDUSTRIAL GROUP BERHAD,3778.KL,N/A
1694,MENANG CORPORATION (M) BERHAD,1694.KL,N/A
5223,MENTIGA CORPORATION BERHAD,5223.KL,N/A
8192,MERCURY INDUSTRIES BERHAD,8192.KL,N/A
5006,MERGE ENERGY BHD,5006.KL,N/A
7234,MESB BERHAD,7234.KL,N/A
5011,MESINIAGA BERHAD,5011.KL,N/A
6149,METROD HOLDINGS BERHAD,6149.KL,N/A
0043,METRONIC GLOBAL BERHAD,0043.KL,N/A
7595,MGB BERHAD,7595.KL,N/A
5026,MHC PLANTATIONS BHD,5026.KL,N/A
5286,MI TECHNOVATION BERHAD,5286.KL,N/A
5001,MIECO CHIPBOARD BERHAD,5001.KL,N/A
7935,MILUX CORPORATION BERHAD,7935.KL,N/A
5166,MINDA GLOBAL BERHAD,5166.KL,N/A
7219,MINETECH RESOURCES BERHAD,7219.KL,N/A
5576,MINHO (M) BERHAD,5576.KL,N/A
5886,MINTYE BERHAD,5886.KL,N/A
3816,MISC BERHAD,3816.KL,N/A
9571,MITRAJAYA HOLDINGS BERHAD,9571.KL,N/A
8893,MK LAND HOLDINGS BERHAD,8893.KL,N/A
6114,MKH BERHAD,6114.KL,N/A
2194,MMC CORPORATION BERHAD,2194.KL,N/A
0113,MMS VENTURES BERHAD,0113.KL,N/A
6459,MNRB HOLDINGS BERHAD,6459.KL,N/A
5237,MPHB CAPITAL BERHAD,5237.KL,N/A
5123,MRCB-QUILL REIT,5123.KL,N/A
5202,MSM MALAYSIA HOLDINGS BERHAD,5202.KL,N/A
5924,MTD ACPI ENGINEERING BERHAD,5924.KL,N/A
5152,MUAR BAN LEE GROUP BERHAD,5152.KL,N/A
3883,MUDA HOLDINGS BERHAD,3883.KL,N/A
5085,MUDAJAYA GROUP BERHAD,5085.KL,N/A
5703,MUHIBBAH ENGINEERING (M) BHD,5703.KL,N/A
3913,MUI PROPERTIES BERHAD,3913.KL,N/A
3905,MULPHA INTERNATIONAL BERHAD,3905.KL,N/A
5150,MULTI SPORTS HOLDINGS LTD,5150.KL,N/A
9539,MULTI-USAGE HOLDINGS BERHAD,9539.KL,N/A
0138,MY E.G. SERVICES BERHAD,0138.KL,N/A
5087,MYCRON STEEL BERHAD,5087.KL,N/A
5275,MYNEWS HOLDINGS BERHAD,5275.KL,N/A
5073,NAIM HOLDINGS BERHAD,5073.KL,N/A
9806,NATIONWIDE EXPRESS HOLDINGS BERHAD,9806.KL,N/A
2038,NEGRI SEMBILAN OIL PALMS BERHAD,2038.KL,N/A
4707,NESTLE (MALAYSIA) BERHAD,4707.KL,N/A
7060,NEW HOONG FATT HOLDINGS BERHAD,7060.KL,N/A
7241,NEXTGREEN GLOBAL BERHAD,7241.KL,N/A
7215,NI HSIN RESOURCES BERHAD,7215.KL,N/A
7139,NICHE CAPITAL EMAS HOLDINGS BERHAD,7139.KL,N/A
0083,NOTION VTEC BERHAD,0083.KL,N/A
5047,NPC RESOURCES BERHAD,5047.KL,N/A
5066,NTPM HOLDINGS BERHAD,5066.KL,N/A
5025,NWP HOLDINGS BERHAD,5025.KL,N/A
4944,NYLEX (MALAYSIA) BERHAD,4944.KL,N/A
5533,OCB BERHAD,5533.KL,N/A
0049,OCEANCASH PACIFIC BERHAD,0049.KL,N/A
0172,OCK GROUP BERHAD,0172.KL,N/A
7071,OCR GROUP BERHAD,7071.KL,N/A
7140,OKA CORPORATION BHD,7140.KL,N/A
3018,OLYMPIA INDUSTRIES BERHAD,3018.KL,N/A
9008,OMESTI BERHAD,9008.KL,N/A
5260,ONLY WORLD GROUP HOLDINGS BERHAD,5260.KL,N/A
7107,ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,7107.KL,N/A
4006,ORIENTAL HOLDINGS BERHAD,4006.KL,N/A
5827,ORIENTAL INTEREST BERHAD,5827.KL,N/A
5065,ORNAPAPER BERHAD,5065.KL,N/A
5053,OSK HOLDINGS BERHAD,5053.KL,N/A
7225,P.A. RESOURCES BERHAD,7225.KL,N/A
7095,P.I.E. INDUSTRIAL BERHAD,7095.KL,N/A
6009,PACIFIC & ORIENT BERHAD,6009.KL,N/A
7052,PADINI HOLDINGS BERHAD,7052.KL,N/A
4081,PAN MALAYSIA CORPORATION BERHAD,4081.KL,N/A
1287,PAN MALAYSIA HOLDINGS BERHAD,1287.KL,N/A
3719,PANASONIC MANUFACTURING MALAYSIA BERHAD,3719.KL,N/A
0041,PANPAGES BERHAD,0041.KL,N/A
8419,PANSAR BERHAD,8419.KL,N/A
5125,PANTECH GROUP HOLDINGS BERHAD,5125.KL,N/A
5022,PAOS HOLDINGS BERHAD,5022.KL,N/A
3611,PARAGON GLOBE BERHAD,3611.KL,N/A
9407,PARAGON UNION BERHAD,9407.KL,N/A
1724,PARAMOUNT CORPORATION BERHAD,1724.KL,N/A
5657,PARKSON HOLDINGS BERHAD,5657.KL,N/A
6912,PASDEC HOLDINGS BERHAD,6912.KL,N/A
5212,PAVILION REAL ESTATE INVESTMENT TRUST,5212.KL,N/A
5041,PBA HOLDINGS BHD,5041.KL,N/A
6068,PCCS GROUP BERHAD,6068.KL,N/A
6254,PDZ HOLDINGS BHD,6254.KL,N/A
5271,PECCA GROUP BERHAD,5271.KL,N/A
4464,PEGASUS HEIGHTS BERHAD,4464.KL,N/A
7190,PELANGI PUBLISHING GROUP BHD.,7190.KL,N/A
5231,PELIKAN INTERNATIONAL CORPORATION BERHAD,5231.KL,N/A
9997,PENSONIC HOLDINGS BERHAD,9997.KL,N/A
7160,PENTAMASTER CORPORATION BERHAD,7160.KL,N/A
8346,PERAK CORPORATION BERHAD,8346.KL,N/A
0186,PERAK TRANSIT BERHAD,0186.KL,N/A
7108,PERDANA PETROLEUM BERHAD,7108.KL,N/A
0047,PERISAI PETROLEUM TEKNOLOGI BHD,0047.KL,N/A
7080,PERMAJU INDUSTRIES BERHAD,7080.KL,N/A
8311,PESONA METRO HOLDINGS BERHAD,8311.KL,N/A
5219,PESTECH INTERNATIONAL BERHAD,5219.KL,N/A
5133,PETRA ENERGY BERHAD,5133.KL,N/A
3042,PETRON MALAYSIA REFINING & MARKETING BHD,3042.KL,N/A
5183,PETRONAS CHEMICALS GROUP BERHAD,5183.KL,N/A
5681,PETRONAS DAGANGAN BHD,5681.KL,N/A
6033,PETRONAS GAS BERHAD,6033.KL,N/A
7081,PHARMANIAGA BERHAD,7081.KL,N/A
5622,PIMPINAN EHSAN BERHAD,5622.KL,N/A
1902,PINEHILL PACIFIC BERHAD,1902.KL,N/A
9598,PINTARAS JAYA BHD,9598.KL,N/A
7163,PJBUMI BERHAD,7163.KL,N/A
7055,PLB ENGINEERING BERHAD,7055.KL,N/A
5075,PLENITUDE BERHAD,5075.KL,N/A
9695,PLS PLANTATIONS BERHAD,9695.KL,N/A
7172,PMB TECHNOLOGY BERHAD,7172.KL,N/A
6637,PNE PCB BERHAD,6637.KL,N/A
7088,POH HUAT RESOURCES HOLDINGS BERHAD,7088.KL,N/A
5080,POH KONG HOLDINGS BERHAD,5080.KL,N/A
8117,POLY GLASS FIBRE (M) BERHAD,8117.KL,N/A
4634,POS MALAYSIA BERHAD,4634.KL,N/A
7237,POWER ROOT BERHAD,7237.KL,N/A
4065,PPB GROUP BERHAD,4065.KL,N/A
8869,PRESS METAL ALUMINIUM HOLDINGS BERHAD,8869.KL,N/A
9873,PRESTAR RESOURCES BERHAD,9873.KL,N/A
5204,PRESTARIANG BERHAD,5204.KL,N/A
7168,PRG HOLDINGS BERHAD,7168.KL,N/A
7123,PRICEWORTH INTERNATIONAL BERHAD,7123.KL,N/A
7145,PRINSIPTEK CORPORATION BERHAD,7145.KL,N/A
7201,PROGRESSIVE IMPACT CORPORATION BERHAD,7201.KL,N/A
8966,PROLEXUS BERHAD,8966.KL,N/A
5070,PROTASCO BERHAD,5070.KL,N/A
5436,PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BHD,5436.KL,N/A
1295,PUBLIC BANK BERHAD,1295.KL,N/A
8273,PUBLIC PACKAGES HOLDINGS BHD,8273.KL,N/A
6807,PUNCAK NIAGA HOLDINGS BERHAD,6807.KL,N/A
7134,PWF CONSOLIDATED BERHAD,7134.KL,N/A
7084,QL RESOURCES BERHAD,7084.KL,N/A
7544,QUALITY CONCRETE HOLDINGS BERHAD,7544.KL,N/A
7498,RALCO CORPORATION BERHAD,7498.KL,N/A
5272,RANHILL HOLDINGS BERHAD,5272.KL,N/A
7765,RAPID SYNERGY BERHAD,7765.KL,N/A
9296,RCE CAPITAL BERHAD,9296.KL,N/A
5256,REACH ENERGY BERHAD,5256.KL,N/A
5270,RED SENA BERHAD,5270.KL,N/A
7232,RESINTECH BERHAD,7232.KL,N/A
9946,REX INDUSTRY BERHAD,9946.KL,N/A
0037,RGB INTERNATIONAL BHD,0037.KL,N/A
9954,RGT BERHAD,9954.KL,N/A
1066,RHB BANK BERHAD,1066.KL,N/A
5278,RHONE MA HOLDINGS BERHAD,5278.KL,N/A
5113,RIMBUNAN SAWIT BERHAD,5113.KL,N/A
2542,RIVERVIEW RUBBER ESTATES BERHAD,2542.KL,N/A
9741,ROHAS TECNIC BERHAD,9741.KL,N/A
7803,RUBBEREX CORPORATION (M) BERHAD,7803.KL,N/A
8567,SALCON BERHAD,8567.KL,N/A
0183,SALUTICA BERHAD,0183.KL,N/A
9822,SAM ENGINEERING & EQUIPMENT (M) BERHAD,9822.KL,N/A
5147,SAMCHEM HOLDINGS BERHAD,5147.KL,N/A
9113,SANBUMI HOLDINGS BERHAD,9113.KL,N/A
7943,SAND NISKO CAPITAL BERHAD,7943.KL,N/A
5218,SAPURA ENERGY BERHAD,5218.KL,N/A
7811,SAPURA INDUSTRIAL BERHAD,7811.KL,N/A
4596,SAPURA RESOURCES BERHAD,4596.KL,N/A
5170,SARAWAK CABLE BERHAD,5170.KL,N/A
9237,SARAWAK CONSOLIDATED INDUSTRIES BERHAD,9237.KL,N/A
5126,SARAWAK OIL PALMS BERHAD,5126.KL,N/A
5135,SARAWAK PLANTATION BERHAD,5135.KL,N/A
5252,SASBADI HOLDINGS BERHAD,5252.KL,N/A
5157,SAUDEE GROUP BERHAD,5157.KL,N/A
5207,SBC CORPORATION BERHAD,5207.KL,N/A
7239,SCANWOLF CORPORATION BERHAD,7239.KL,N/A
7247,SCGM BHD,7247.KL,N/A
0099,SCICOM (MSC) BERHAD,0099.KL,N/A
4731,SCIENTEX BERHAD,4731.KL,N/A
7045,SCOMI ENERGY SERVICES BHD,7045.KL,N/A
7158,SCOMI GROUP BERHAD,7158.KL,N/A
7073,SEACERA GROUP BERHAD,7073.KL,N/A
4286,SEAL INCORPORATED BERHAD,4286.KL,N/A
5145,SEALINK INTERNATIONAL BERHAD,5145.KL,N/A
7053,SEE HUP CONSOLIDATED BERHAD,7053.KL,N/A
9792,SEG INTERNATIONAL BHD,9792.KL,N/A
2224,SELANGOR DREDGING BERHAD,2224.KL,N/A
1783,SELANGOR PROPERTIES BERHAD,1783.KL,N/A
9431,SENI JAYA CORPORATION BERHAD,9431.KL,N/A
5213,SENTORIA GROUP BERHAD,5213.KL,N/A
5279,SERBA DINAMIK HOLDINGS BERHAD,5279.KL,N/A
5163,SEREMBAN ENGINEERING BERHAD,5163.KL,N/A
7180,SERN KOU RESOURCES BERHAD,7180.KL,N/A
5517,SHANGRI-LA HOTELS (MALAYSIA) BERHAD,5517.KL,N/A
7412,SHH RESOURCES HOLDINGS BERHAD,7412.KL,N/A
5173,SHIN YANG SHIPPING CORPORATION BERHAD,5173.KL,N/A
6017,SHL CONSOLIDATED BHD,6017.KL,N/A
5181,SIG GASES BERHAD,5181.KL,N/A
7246,SIGNATURE INTERNATIONAL BERHAD,7246.KL,N/A
4197,SIME DARBY BERHAD,4197.KL,N/A
5285,SIME DARBY PLANTATION BERHAD,5285.KL,N/A
5288,SIME DARBY PROPERTY BERHAD,5288.KL,N/A
4316,SIN HENG CHAN (MALAYA) BERHAD,4316.KL,N/A
9776,SINMAH CAPITAL BERHAD,9776.KL,N/A
2739,SINO HUA-AN INTERNATIONAL BERHAD,2739.KL,N/A
8532,SINOTOP HOLDINGS BERHAD,8532.KL,N/A
7115,SKB SHUTTERS CORPORATION BERHAD,7115.KL,N/A
7155,SKP RESOURCES BHD,7155.KL,N/A
7248,SLP RESOURCES BERHAD,7248.KL,N/A
7132,SMIS CORPORATION BERHAD,7132.KL,N/A
5242,SOLID AUTOMOTIVE BERHAD,5242.KL,N/A
4375,SOUTH MALAYSIA INDUSTRIES BERHAD,4375.KL,N/A
5134,SOUTHERN ACIDS (M) BERHAD,5134.KL,N/A
5665,SOUTHERN STEEL BERHAD,5665.KL,N/A
8664,S P SETIA BERHAD,8664.KL,N/A
7165,SPRING GALLERY BERHAD,7165.KL,N/A
7103,SPRITZER BHD,7103.KL,N/A
6084,STAR MEDIA GROUP BERHAD,6084.KL,N/A
7143,STONE MASTER CORPORATION BERHAD,7143.KL,N/A
6904,SUBUR TIASA HOLDINGS BERHAD,6904.KL,N/A
7207,SUCCESS TRANSFORMER CORPORATION BERHAD,7207.KL,N/A
9865,SUIWAH CORPORATION BERHAD,9865.KL,N/A
1201,SUMATEC RESOURCES BERHAD,1201.KL,N/A
2569,SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD,2569.KL,N/A
3743,SUNSURIA BERHAD,3743.KL,N/A
5211,SUNWAY BERHAD,5211.KL,N/A
5263,SUNWAY CONSTRUCTION GROUP BERHAD,5263.KL,N/A
5176,SUNWAY REAL ESTATE INVESTMENT TRUST,5176.KL,N/A
7235,SUPERLON HOLDINGS BERHAD,7235.KL,N/A
7106,SUPERMAX CORPORATION BERHAD,7106.KL,N/A
6521,SURIA CAPITAL HOLDINGS BERHAD,6521.KL,N/A
7186,SWS CAPITAL BERHAD,7186.KL,N/A
6139,SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,6139.KL,N/A
9717,SYCAL VENTURES BERHAD,9717.KL,N/A
7082,SYF RESOURCES BERHAD,7082.KL,N/A
1538,SYMPHONY LIFE BERHAD,1538.KL,N/A
7228,T7 GLOBAL BERHAD,7228.KL,N/A
5012,TA ANN HOLDINGS BERHAD,5012.KL,N/A
4898,TA ENTERPRISE BERHAD,4898.KL,N/A
5158,TA GLOBAL BERHAD,5158.KL,N/A
7097,TA WIN HOLDINGS BERHAD,7097.KL,N/A
4022,TADMAX RESOURCES BERHAD,4022.KL,N/A
7211,TAFI INDUSTRIES BERHAD,7211.KL,N/A
2259,TALAM TRANSFORM BERHAD,2259.KL,N/A
8524,TALIWORKS CORPORATION BERHAD,8524.KL,N/A
5191,TAMBUN INDAH LAND BERHAD,5191.KL,N/A
4405,TAN CHONG MOTOR HOLDINGS BERHAD,4405.KL,N/A
2429,TANCO HOLDINGS BERHAD,2429.KL,N/A
5149,TAS OFFSHORE BERHAD,5149.KL,N/A
5140,TASCO BERHAD,5140.KL,N/A
4448,TASEK CORPORATION BERHAD,4448.KL,N/A
2054,TDM BERHAD,2054.KL,N/A
5289,TECHBOND GROUP BERHAD,5289.KL,N/A
7439,TECK GUAN PERDANA BERHAD,7439.KL,N/A
7200,TEK SENG HOLDINGS BERHAD,7200.KL,N/A
4863,TELEKOM MALAYSIA BERHAD,4863.KL,N/A
5347,TENAGA NASIONAL BHD,5347.KL,N/A
9369,TEO GUAN LEE CORPORATION BERHAD,9369.KL,N/A
7252,TEO SENG CAPITAL BERHAD,7252.KL,N/A
8702,TEXCHEM RESOURCES BERHAD,8702.KL,N/A
7206,TH HEAVY ENGINEERING BERHAD,7206.KL,N/A
5112,TH PLANTATIONS BERHAD,5112.KL,N/A
9075,THETA EDGE BERHAD,9075.KL,N/A
7034,THONG GUAN INDUSTRIES BERHAD,7034.KL,N/A
0012,THREE-A RESOURCES BERHAD,0012.KL,N/A
7889,THRIVEN GLOBAL BERHAD,7889.KL,N/A
7374,TIEN WAH PRESS HOLDINGS BERHAD,7374.KL,N/A
7079,TIGER SYNERGY BERHAD,7079.KL,N/A
7854,TIMBERWELL BERHAD,7854.KL,N/A
5031,TIME DOTCOM BERHAD,5031.KL,N/A
8397,TIONG NAM LOGISTICS HOLDINGS BERHAD,8397.KL,N/A
5239,TITIJAYA LAND BERHAD,5239.KL,N/A
0101,TMC LIFE SCIENCES BERHAD,0101.KL,N/A
7230,TOMEI CONSOLIDATED BERHAD,7230.KL,N/A
7285,TOMYPAK HOLDINGS BERHAD,7285.KL,N/A
5010,TONG HERR RESOURCES BERHAD,5010.KL,N/A
7113,TOP GLOVE CORPORATION BHD,7113.KL,N/A
5111,TOWER REAL ESTATE INVESTMENT TRUST,5111.KL,N/A
7173,TOYO INK GROUP BERHAD,7173.KL,N/A
7176,TPC PLUS BERHAD,7176.KL,N/A
7218,TRANSOCEAN HOLDINGS BHD,7218.KL,N/A
5054,TRC SYNERGY BERHAD,5054.KL,N/A
0118,TRIVE PROPERTY GROUP BERHAD,0118.KL,N/A
5401,TROPICANA CORPORATION BERHAD,5401.KL,N/A
9059,TSH RESOURCES BERHAD,9059.KL,N/A
5042,TSR CAPITAL BERHAD,5042.KL,N/A
5230,TUNE PROTECT GROUP BERHAD,5230.KL,N/A
5167,TURBO-MECH BERHAD,5167.KL,N/A
4359,TURIYA BERHAD,4359.KL,N/A
7100,UCHI TECHNOLOGIES BERHAD,7100.KL,N/A
1368,UEM EDGENTA BERHAD,1368.KL,N/A
5148,UEM SUNRISE BERHAD,5148.KL,N/A
7137,UMS HOLDINGS BERHAD,7137.KL,N/A
7227,UMS-NEIKEN GROUP BERHAD,7227.KL,N/A
4588,UMW HOLDINGS BERHAD,4588.KL,N/A
7091,UNIMECH GROUP BERHAD,7091.KL,N/A
5005,UNISEM (M) BERHAD,5005.KL,N/A
2593,UNITED MALACCA BERHAD,2593.KL,N/A
2089,UNITED PLANTATIONS BERHAD,2089.KL,N/A
7133,UNITED U-LI CORPORATION BERHAD,7133.KL,N/A
5200,UOA DEVELOPMENT BHD,5200.KL,N/A
5110,UOA REAL ESTATE INVESTMENT TRUST,5110.KL,N/A
7757,UPA CORPORATION BHD,7757.KL,N/A
5754,UTUSAN MELAYU (MALAYSIA) BERHAD,5754.KL,N/A
7250,UZMA BERHAD,7250.KL,N/A
6963,V.S. INDUSTRY BERHAD,6963.KL,N/A
5243,VELESTO ENERGY BERHAD,5243.KL,N/A
4995,VERSATILE CREATIVE BERHAD,4995.KL,N/A
7240,VERTICE BERHAD,7240.KL,N/A
0097,VITROX CORPORATION BERHAD,0097.KL,N/A
7070,VIZIONE HOLDINGS BERHAD,7070.KL,N/A
5162,VSTECS BERHAD,5162.KL,N/A
5142,WAH SEONG CORPORATION BERHAD,5142.KL,N/A
7203,WANG-ZHENG BERHAD,7203.KL,N/A
5016,WARISAN TC HOLDINGS BERHAD,5016.KL,N/A
7226,WATTA HOLDING BERHAD,7226.KL,N/A
3565,WCE HOLDINGS BERHAD,3565.KL,N/A
9679,WCT HOLDINGS BERHAD,9679.KL,N/A
7231,WELLCALL HOLDINGS BERHAD,7231.KL,N/A
5246,WESTPORTS HOLDINGS BERHAD,5246.KL,N/A
5009,WHITE HORSE BERHAD,5009.KL,N/A
7692,WIDETECH (MALAYSIA) BERHAD,7692.KL,N/A
0008,WILLOWGLEN MSC BERHAD,0008.KL,N/A
6378,WMG HOLDINGS BERHAD,6378.KL,N/A
7050,WONG ENGINEERING CORPORATION BERHAD,7050.KL,N/A
7025,WOODLANDOR HOLDINGS BHD,7025.KL,N/A
4243,WTK HOLDINGS BERHAD,4243.KL,N/A
7245,WZ SATU BERHAD,7245.KL,N/A
7121,XIAN LENG HOLDINGS BERHAD,7121.KL,N/A
5156,XIDELANG HOLDINGS LTD,5156.KL,N/A
5267,XIN HWA HOLDINGS BERHAD,5267.KL,N/A
5155,XINGQUAN INTERNATIONAL SPORTS HOLDINGS LIMITED,5155.KL,N/A
7003,Y&G CORPORATION BHD,7003.KL,N/A
7178,Y.S.P.SOUTHEAST ASIA HOLDING BERHAD,7178.KL,N/A
5584,YEE LEE CORPORATION BHD,5584.KL,N/A
7122,YFG BERHAD,7122.KL,N/A
5048,YI-LAI BERHAD,5048.KL,N/A
7293,YINSON HOLDINGS BERHAD,7293.KL,N/A
7020,YKGI HOLDINGS BERHAD,7020.KL,N/A
7014,YLI HOLDINGS BERHAD,7014.KL,N/A
3158,YNH PROPERTY BERHAD,3158.KL,N/A
7066,YONG TAI BERHAD,7066.KL,N/A
5159,YOONG ONN CORPORATION BERHAD,5159.KL,N/A
4677,YTL CORPORATION BERHAD,4677.KL,N/A
5109,YTL HOSPITALITY REIT,5109.KL,N/A
2577,YTL LAND & DEVELOPMENT BERHAD,2577.KL,N/A
6742,YTL POWER INTERNATIONAL BHD,6742.KL,N/A
7028,ZECON BERHAD,7028.KL,N/A
2283,ZELAN BERHAD,2283.KL,N/A
5131,ZHULIAN CORPORATION BERHAD,5131.KL,N/A
